condition,ratio,coverage,risk
4,20,0.84,0.01666666666666672
4,20,0.85,0.016941176470588237
4,20,0.86,0.016744186046511622
4,20,0.87,0.01678160919540228
4,20,0.88,0.0165909090909091
4,20,0.89,0.016629213483146055
4,20,0.9,0.016888888888888842
4,20,0.91,0.016703296703296733
4,20,0.92,0.016521739130434754
4,20,0.93,0.01634408602150539
4,20,0.9400000000000001,0.016382978723404214
4,20,0.9500000000000001,0.016421052631579
4,20,0.96,0.016458333333333353
4,20,0.97,0.016494845360824795
4,20,0.98,0.0189795918367347
4,20,0.99,0.020404040404040424
4,20,1.0,0.02200000000000002
4,50,0.0,0.0
4,50,0.01,0.040000000000000036
4,50,0.02,0.040000000000000036
4,50,0.03,0.053333333333333344
4,50,0.04,0.04500000000000004
4,50,0.05,0.04400000000000004
4,50,0.06,0.040000000000000036
4,50,0.07,0.03428571428571425
4,50,0.08,0.03500000000000003
4,50,0.09,0.03111111111111109
4,50,0.1,0.028000000000000025
4,50,0.11,0.025454545454545507
4,50,0.12,0.023333333333333317
4,50,0.13,0.021538461538461506
4,50,0.14,0.020000000000000018
4,50,0.15,0.020000000000000018
4,50,0.16,0.018750000000000044
4,50,0.17,0.020000000000000018
4,50,0.18,0.018888888888888844
4,50,0.19,0.0189473684210526
4,50,0.2,0.020000000000000018
4,50,0.21,0.02190476190476187
4,50,0.22,0.022727272727272707
4,50,0.23,0.02347826086956517
4,50,0.24,0.022499999999999964
4,50,0.25,0.0232
4,50,0.26,0.023076923076923106
4,50,0.27,0.022962962962962963
4,50,0.28,0.02285714285714291
4,50,0.29,0.022068965517241357
4,50,0.3,0.022666666666666613
4,50,0.31,0.021935483870967776
4,50,0.32,0.02124999999999999
4,50,0.33,0.020606060606060628
4,50,0.34,0.020588235294117685
4,50,0.35000000000000003,0.020000000000000014
4,50,0.36,0.019444444444444486
4,50,0.37,0.019459459459459483
4,50,0.38,0.01947368421052631
4,50,0.39,0.01897435897435895
4,50,0.4,0.01849999999999996
4,50,0.41000000000000003,0.01804878048780489
4,50,0.42,0.017619047619047645
4,50,0.43,0.017209302325581377
4,50,0.44,0.016818181818181843
4,50,0.45,0.016444444444444484
4,50,0.46,0.016521739130434754
4,50,0.47000000000000003,0.016595744680851007
4,50,0.48,0.016249999999999987
4,50,0.49,0.01632653061224487
4,50,0.5,0.016000000000000014
4,50,0.51,0.01607843137254905
4,50,0.52,0.016153846153846185
4,50,0.53,0.01622641509433964
4,50,0.54,0.0159259259259259
4,50,0.55,0.01563636363636367
4,50,0.56,0.015357142857142847
4,50,0.5700000000000001,0.015438596491228026
4,50,0.58,0.01586206896551723
4,50,0.59,0.01627118644067793
4,50,0.6,0.01633333333333331
4,50,0.61,0.016721311475409784
4,50,0.62,0.016451612903225832
4,50,0.63,0.016825396825396854
4,50,0.64,0.016562500000000036
4,50,0.65,0.016615384615384587
4,50,0.66,0.016363636363636358
4,50,0.67,0.017014925373134315
4,50,0.68,0.017058823529411793
4,50,0.6900000000000001,0.01681159420289857
4,50,0.7000000000000001,0.0168571428571429
4,50,0.71,0.016901408450704203
4,50,0.72,0.01694444444444443
4,50,0.73,0.01698630136986301
4,50,0.74,0.017027027027027075
4,50,0.75,0.016800000000000037
4,50,0.76,0.016578947368421026
4,50,0.77,0.01662337662337665
4,50,0.78,0.01666666666666672
4,50,0.79,0.016455696202531622
4,50,0.8,0.016249999999999987
4,50,0.81,0.016296296296296253
4,50,0.8200000000000001,0.016341463414634157
4,50,0.8300000000000001,0.016385542168674713
4,50,0.84,0.01666666666666672
4,50,0.85,0.016941176470588237
4,50,0.86,0.016744186046511622
4,50,0.87,0.01678160919540228
4,50,0.88,0.0165909090909091
4,50,0.89,0.016629213483146055
4,50,0.9,0.016888888888888842
4,50,0.91,0.016703296703296733
4,50,0.92,0.016521739130434754
4,50,0.93,0.01634408602150539
4,50,0.9400000000000001,0.016382978723404214
4,50,0.9500000000000001,0.016421052631579
4,50,0.96,0.016458333333333353
4,50,0.97,0.016494845360824795
4,50,0.98,0.0189795918367347
4,50,0.99,0.020404040404040424
4,50,1.0,0.02200000000000002
5,5,0.0,0.0
5,5,0.01,0.0
5,5,0.02,0.0
5,5,0.03,0.0
5,5,0.04,0.0
5,5,0.05,0.0
5,5,0.06,0.0
5,5,0.07,0.0
5,5,0.08,0.0
5,5,0.09,0.0
5,5,0.1,0.0
5,5,0.11,0.0
5,5,0.12,0.0
5,5,0.13,0.0
5,5,0.14,0.0
5,5,0.15,0.0
5,5,0.16,0.0
5,5,0.17,0.0
5,5,0.18,0.0
5,5,0.19,0.0
5,5,0.2,0.0
5,5,0.21,0.0
5,5,0.22,0.0
5,5,0.23,0.0
5,5,0.24,0.0
5,5,0.25,0.0
5,5,0.26,0.0
5,5,0.27,0.0
5,5,0.28,0.0
5,5,0.29,0.0
5,5,0.3,0.0
5,5,0.31,0.0
5,5,0.32,0.0
5,5,0.33,0.0
5,5,0.34,0.0
5,5,0.35000000000000003,0.000571428571428556
5,5,0.36,0.0005555555555555314
5,5,0.37,0.000540540540540535
5,5,0.38,0.000526315789473708
5,5,0.39,0.0005128205128205332
5,5,0.4,0.0004999999999999449
5,5,0.41000000000000003,0.00048780487804878087
5,5,0.42,0.0004761904761905189
5,5,0.43,0.00046511627906975495
5,5,0.44,0.00045454545454548523
5,5,0.45,0.000888888888888939
5,5,0.46,0.0008695652173913437
5,5,0.47000000000000003,0.0008510638297872796
5,5,0.48,0.0008333333333333526
5,5,0.49,0.0008163265306122547
5,5,0.5,0.0008000000000000229
5,5,0.51,0.0007843137254901489
5,5,0.52,0.001153846153846172
5,5,0.53,0.0011320754716981352
5,5,0.54,0.0011111111111110628
5,5,0.55,0.0010909090909091423
5,5,0.56,0.001071428571428612
5,5,0.5700000000000001,0.0010526315789474159
5,5,0.58,0.001034482758620725
5,5,0.59,0.0010169491525423568
5,5,0.6,0.0010000000000000009
5,5,0.61,0.0009836065573770592
5,5,0.62,0.000967741935483879
5,5,0.63,0.0009523809523809268
5,5,0.64,0.0009375000000000355
5,5,0.65,0.0012307692307692575
5,5,0.66,0.00121212121212122
5,5,0.67,0.0017910447761193549
5,5,0.68,0.0020588235294117796
5,5,0.6900000000000001,0.0026086956521739198
5,5,0.7000000000000001,0.0025714285714285574
5,5,0.71,0.002535211267605586
5,5,0.72,0.0024999999999999467
5,5,0.73,0.002739726027397249
5,5,0.74,0.0029729729729729426
5,5,0.75,0.003466666666666618
5,5,0.76,0.003947368421052588
5,5,0.77,0.004155844155844135
5,5,0.78,0.004615384615384577
5,5,0.79,0.004556962025316413
5,5,0.8,0.004750000000000032
5,5,0.81,0.004938271604938316
5,5,0.8200000000000001,0.004878048780487808
5,5,0.8300000000000001,0.004819277108433772
5,5,0.84,0.004761904761904745
5,5,0.85,0.004941176470588227
5,5,0.86,0.0048837209302325935
5,5,0.87,0.004827586206896606
5,5,0.88,0.004772727272727262
5,5,0.89,0.005168539325842714
5,5,0.9,0.005333333333333301
5,5,0.91,0.00593406593406598
5,5,0.92,0.007391304347826089
5,5,0.93,0.007526881720430145
5,5,0.9400000000000001,0.008723404255319143
5,5,0.9500000000000001,0.009684210526315738
5,5,0.96,0.011249999999999982
5,5,0.97,0.014020618556701003
5,5,0.98,0.017142857142857126
5,5,0.99,0.018585858585858595
5,5,1.0,0.02200000000000002
5,10,0.0,0.0
5,10,0.01,0.0
5,10,0.02,0.0
5,10,0.03,0.0
5,10,0.04,0.0
5,10,0.05,0.0
5,10,0.06,0.0
5,10,0.07,0.0
5,10,0.08,0.0
5,10,0.09,0.0
5,10,0.1,0.0
5,10,0.11,0.0
5,10,0.12,0.0
5,10,0.13,0.0
5,10,0.14,0.0
5,10,0.15,0.0
5,10,0.16,0.0
5,10,0.17,0.0
5,10,0.18,0.0011111111111110628
5,10,0.19,0.001052631578947416
5,10,0.2,0.0010000000000000009
5,10,0.21,0.0009523809523809268
5,10,0.22,0.0009090909090908594
5,10,0.23,0.0008695652173913437
5,10,0.24,0.0008333333333333526
5,10,0.25,0.0008000000000000229
5,10,0.26,0.0007692307692307443
5,10,0.27,0.0007407407407407085
5,10,0.28,0.0007142857142856673
5,10,0.29,0.0006896551724138167
5,10,0.3,0.0006666666666667043
5,10,0.31,0.000645161290322549
5,10,0.32,0.0006249999999999867
5,10,0.33,0.00060606060606061
5,10,0.34,0.0011764705882353343
5,10,0.35000000000000003,0.001142857142857112
5,10,0.36,0.0011111111111110628
5,10,0.37,0.00108108108108107
5,10,0.38,0.001052631578947416
5,10,0.39,0.0010256410256410664
5,10,0.4,0.0010000000000000009
5,10,0.41000000000000003,0.0009756097560975617
5,10,0.42,0.0009523809523809268
5,10,0.43,0.0009302325581395099
5,10,0.44,0.0009090909090908594
5,10,0.45,0.000888888888888939
5,10,0.46,0.0008695652173913437
5,10,0.47000000000000003,0.0008510638297872796
5,10,0.48,0.0008333333333333526
5,10,0.49,0.0008163265306122547
5,10,0.5,0.0011999999999999789
5,10,0.51,0.0011764705882353343
5,10,0.52,0.001153846153846172
5,10,0.53,0.0011320754716981352
5,10,0.54,0.0011111111111110628
5,10,0.55,0.0010909090909091423
5,10,0.56,0.001071428571428612
5,10,0.5700000000000001,0.0010526315789474159
5,10,0.58,0.001034482758620725
5,10,0.59,0.0010169491525423568
5,10,0.6,0.0010000000000000009
5,10,0.61,0.0009836065573770592
5,10,0.62,0.000967741935483879
5,10,0.63,0.0009523809523809268
5,10,0.64,0.0009375000000000355
5,10,0.65,0.0009230769230769154
5,10,0.66,0.0009090909090908594
5,10,0.67,0.0011940298507462366
5,10,0.68,0.0014705882352941124
5,10,0.6900000000000001,0.001449275362318869
5,10,0.7000000000000001,0.001714285714285668
5,10,0.71,0.0016901408450704647
5,10,0.72,0.0016666666666667052
5,10,0.73,0.0019178082191780854
5,10,0.74,0.00216216216216214
5,10,0.75,0.0023999999999999577
5,10,0.76,0.0026315789473684292
5,10,0.77,0.0028571428571428914
5,10,0.78,0.003076923076923088
5,10,0.79,0.0037974683544304
5,10,0.8,0.0040000000000000036
5,10,0.81,0.004444444444444473
5,10,0.8200000000000001,0.004878048780487944
5,10,0.8300000000000001,0.005060240963855377
5,10,0.84,0.0050000000000000044
5,10,0.85,0.005411764705882338
5,10,0.86,0.005348837209302348
5,10,0.87,0.005287356321839076
5,10,0.88,0.005227272727272747
5,10,0.89,0.005168539325842714
5,10,0.9,0.005333333333333301
5,10,0.91,0.006153846153846176
5,10,0.92,0.007391304347826089
5,10,0.93,0.007741935483870921
5,10,0.9400000000000001,0.008510638297872351
5,10,0.9500000000000001,0.009684210526315738
5,10,0.96,0.012083333333333335
5,10,0.97,0.014432989690721598
5,10,0.98,0.016530612244897935
5,10,0.99,0.019191919191919204
5,10,1.0,0.02200000000000002
5,20,0.0,0.0
5,20,0.01,0.0
5,20,0.02,0.0
5,20,0.03,0.0
5,20,0.04,0.0
5,20,0.05,0.0
5,20,0.06,0.0
5,20,0.07,0.0
5,20,0.08,0.0
5,20,0.09,0.0
5,20,0.1,0.0
5,20,0.11,0.0
5,20,0.12,0.0
5,20,0.13,0.0
5,20,0.14,0.0
5,20,0.15,0.0
5,20,0.16,0.0
5,20,0.17,0.0
5,20,0.18,0.0
5,20,0.19,0.0
5,20,0.2,0.0
5,20,0.21,0.0009523809523809268
5,20,0.22,0.0009090909090908594
5,20,0.23,0.0008695652173913437
5,20,0.24,0.0008333333333333526
5,20,0.25,0.0008000000000000229
5,20,0.26,0.0007692307692307443
5,20,0.27,0.0007407407407407085
5,20,0.28,0.0007142857142856673
5,20,0.29,0.0006896551724138167
5,20,0.3,0.0006666666666667043
5,20,0.31,0.000645161290322549
5,20,0.32,0.0006249999999999867
5,20,0.33,0.00060606060606061
5,20,0.34,0.0011764705882353343
5,20,0.35000000000000003,0.001142857142857112
5,20,0.36,0.0011111111111110628
5,20,0.37,0.00108108108108107
5,20,0.38,0.001052631578947416
5,20,0.39,0.0010256410256410664
5,20,0.4,0.0010000000000000009
5,20,0.41000000000000003,0.0009756097560975617
5,20,0.42,0.0009523809523809268
5,20,0.43,0.0009302325581395099
5,20,0.44,0.0009090909090908594
5,20,0.45,0.000888888888888939
5,20,0.46,0.0008695652173913437
5,20,0.47000000000000003,0.0008510638297872796
5,20,0.48,0.0008333333333333526
5,20,0.49,0.001224489795918382
5,20,0.5,0.0011999999999999789
5,20,0.51,0.0011764705882353343
5,20,0.52,0.001153846153846172
5,20,0.53,0.0011320754716981352
5,20,0.54,0.0011111111111110628
5,20,0.55,0.0010909090909091423
5,20,0.56,0.001071428571428612
5,20,0.5700000000000001,0.0010526315789474159
5,20,0.58,0.001034482758620725
5,20,0.59,0.0010169491525423568
5,20,0.6,0.0010000000000000009
5,20,0.61,0.0009836065573770592
5,20,0.62,0.000967741935483879
5,20,0.63,0.0009523809523809268
5,20,0.64,0.0009375000000000355
5,20,0.65,0.0009230769230769154
5,20,0.66,0.0009090909090908594
5,20,0.67,0.0008955223880596774
5,20,0.68,0.0014705882352941124
5,20,0.6900000000000001,0.001449275362318869
5,20,0.7000000000000001,0.001714285714285668
5,20,0.71,0.0016901408450704647
5,20,0.72,0.0019444444444444153
5,20,0.73,0.0021917808219178436
5,20,0.74,0.00216216216216214
5,20,0.75,0.0021333333333333204
5,20,0.76,0.0026315789473684292
5,20,0.77,0.0028571428571428914
5,20,0.78,0.0033333333333332993
5,20,0.79,0.0037974683544304
5,20,0.8,0.0040000000000000036
5,20,0.81,0.004197530864197496
5,20,0.8200000000000001,0.005121951219512199
5,20,0.8300000000000001,0.005060240963855377
5,20,0.84,0.0050000000000000044
5,20,0.85,0.004941176470588227
5,20,0.86,0.005116279069767415
5,20,0.87,0.005057471264367841
5,20,0.88,0.0050000000000000044
5,20,0.89,0.005168539325842714
5,20,0.9,0.005333333333333301
5,20,0.91,0.006153846153846176
5,20,0.92,0.007391304347826089
5,20,0.93,0.007526881720430145
5,20,0.9400000000000001,0.008510638297872351
5,20,0.9500000000000001,0.009684210526315738
5,20,0.96,0.0122916666666667
5,20,0.97,0.014432989690721598
5,20,0.98,0.01632653061224487
5,20,0.99,0.019191919191919204
5,20,1.0,0.02200000000000002
5,50,0.0,0.0
5,50,0.01,0.0
5,50,0.02,0.0
5,50,0.03,0.0
5,50,0.04,0.0
5,50,0.05,0.0
5,50,0.06,0.0
5,50,0.07,0.0
5,50,0.08,0.0
5,50,0.09,0.0
5,50,0.1,0.0
5,50,0.11,0.0
5,50,0.12,0.0
5,50,0.13,0.0
5,50,0.14,0.0
5,50,0.15,0.0
5,50,0.16,0.0
5,50,0.17,0.0
5,50,0.18,0.0
5,50,0.19,0.0
5,50,0.2,0.0
5,50,0.21,0.0
5,50,0.22,0.0
5,50,0.23,0.0
5,50,0.24,0.0
5,50,0.25,0.0
5,50,0.26,0.0
5,50,0.27,0.0
5,50,0.28,0.0
5,50,0.29,0.0
5,50,0.3,0.0
5,50,0.31,0.0
5,50,0.32,0.0
5,50,0.33,0.0
5,50,0.34,0.0
5,50,0.35000000000000003,0.000571428571428556
5,50,0.36,0.0005555555555555314
5,50,0.37,0.000540540540540535
5,50,0.38,0.000526315789473708
5,50,0.39,0.0005128205128205332
5,50,0.4,0.0004999999999999449
5,50,0.41000000000000003,0.00048780487804878087
5,50,0.42,0.0004761904761905189
5,50,0.43,0.00046511627906975495
5,50,0.44,0.0009090909090908594
5,50,0.45,0.000888888888888939
5,50,0.46,0.0008695652173913437
5,50,0.47000000000000003,0.0008510638297872796
5,50,0.48,0.0008333333333333526
5,50,0.49,0.0008163265306122547
5,50,0.5,0.0008000000000000229
5,50,0.51,0.0011764705882353343
5,50,0.52,0.001153846153846172
5,50,0.53,0.0011320754716981352
5,50,0.54,0.0011111111111110628
5,50,0.55,0.0010909090909091423
5,50,0.56,0.001071428571428612
5,50,0.5700000000000001,0.0010526315789474159
5,50,0.58,0.001034482758620725
5,50,0.59,0.0010169491525423568
5,50,0.6,0.0010000000000000009
5,50,0.61,0.0009836065573770592
5,50,0.62,0.000967741935483879
5,50,0.63,0.0009523809523809268
5,50,0.64,0.0009375000000000355
5,50,0.65,0.0012307692307692575
5,50,0.66,0.00121212121212122
5,50,0.67,0.0017910447761193549
5,50,0.68,0.0023529411764705577
5,50,0.6900000000000001,0.0026086956521739198
5,50,0.7000000000000001,0.0025714285714285574
5,50,0.71,0.0028169014084507005
5,50,0.72,0.002777777777777768
5,50,0.73,0.0030136986301370072
5,50,0.74,0.0035135135135134776
5,50,0.75,0.0040000000000000036
5,50,0.76,0.003947368421052588
5,50,0.77,0.004155844155844135
5,50,0.78,0.004871794871794899
5,50,0.79,0.004810126582278529
5,50,0.8,0.004750000000000032
5,50,0.81,0.004938271604938316
5,50,0.8200000000000001,0.004878048780487808
5,50,0.8300000000000001,0.004819277108433772
5,50,0.84,0.0050000000000000044
5,50,0.85,0.005176470588235338
5,50,0.86,0.005116279069767415
5,50,0.87,0.005287356321839076
5,50,0.88,0.005227272727272747
5,50,0.89,0.005617977528089901
5,50,0.9,0.005777777777777771
5,50,0.91,0.00659340659340657
5,50,0.92,0.008043478260869596
5,50,0.93,0.007956989247311808
5,50,0.9400000000000001,0.008085106382978767
5,50,0.9500000000000001,0.010315789473684165
5,50,0.96,0.011874999999999969
5,50,0.97,0.014432989690721598
5,50,0.98,0.016734693877551
5,50,0.99,0.018787878787878798
5,50,1.0,0.02200000000000002
