,OOD: cosine,OOD: Mahalanobis,MC: mutual info,Softmax: 1−conf
OOD: cosine,1.0,-0.05635390054871562,0.6743242112988493,0.616935512562419
OOD: Mahalanobis,-0.05635390054871562,1.0,-0.2575110070422087,-0.2863551151687984
MC: mutual info,0.6743242112988493,-0.25751100704220875,0.9999999999999999,0.737642747907067
Softmax: 1−conf,0.616935512562419,-0.2863551151687984,0.7376427479070671,1.0
