source,condition,coverage,risk
RETOUCH-Spectralis,3,0.78,0.003748697586663301
RETOUCH-Spectralis,3,0.79,0.0037012436791034075
RETOUCH-Spectralis,3,0.8,0.0036549824870993008
RETOUCH-Spectralis,3,0.81,0.0036098485832273307
RETOUCH-Spectralis,3,0.8200000000000001,0.003565836298932372
RETOUCH-Spectralis,3,0.8300000000000001,0.0035228686607276156
RETOUCH-Spectralis,3,0.84,0.0034809330236159263
RETOUCH-Spectralis,3,0.85,0.0034399810404076247
RETOUCH-Spectralis,3,0.86,0.0033999769399285108
RETOUCH-Spectralis,3,0.87,0.003360902085734321
RETOUCH-Spectralis,3,0.88,0.0033227021040974727
RETOUCH-Spectralis,3,0.89,0.006570750647109567
RETOUCH-Spectralis,3,0.9,0.006497736790896358
RETOUCH-Spectralis,3,0.91,0.006426333580674448
RETOUCH-Spectralis,3,0.92,0.006356485694065297
RETOUCH-Spectralis,3,0.93,0.006476213008418655
RETOUCH-Spectralis,3,0.9400000000000001,0.009331862773553126
RETOUCH-Spectralis,3,0.9500000000000001,0.012002849002849094
RETOUCH-Spectralis,3,0.96,0.01218326043442806
RETOUCH-Spectralis,3,0.97,0.012057656608306369
RETOUCH-Spectralis,3,0.98,0.011934612651030565
RETOUCH-Spectralis,3,0.99,0.011814072018292588
RETOUCH-Spectralis,3,1.0,0.014619883040935644
RETOUCH-Spectralis,4,0.0,0.0
RETOUCH-Spectralis,4,0.01,0.0
RETOUCH-Spectralis,4,0.02,0.0
RETOUCH-Spectralis,4,0.03,0.0
RETOUCH-Spectralis,4,0.04,0.0
RETOUCH-Spectralis,4,0.05,0.0
RETOUCH-Spectralis,4,0.06,0.0
RETOUCH-Spectralis,4,0.07,0.0
RETOUCH-Spectralis,4,0.08,0.0
RETOUCH-Spectralis,4,0.09,0.032494623655913955
RETOUCH-Spectralis,4,0.1,0.0292436974789916
RETOUCH-Spectralis,4,0.11,0.026586059743954442
RETOUCH-Spectralis,4,0.12,0.02436701509872244
RETOUCH-Spectralis,4,0.13,0.022494949494949498
RETOUCH-Spectralis,4,0.14,0.02088652482269507
RETOUCH-Spectralis,4,0.15,0.019494720965309242
RETOUCH-Spectralis,4,0.16,0.018276094276094272
RETOUCH-Spectralis,4,0.17,0.017200467562828777
RETOUCH-Spectralis,4,0.18,0.01624537281861449
RETOUCH-Spectralis,4,0.19,0.015389423076923023
RETOUCH-Spectralis,4,0.2,0.014620630861040016
RETOUCH-Spectralis,4,0.21,0.013924100156494479
RETOUCH-Spectralis,4,0.22,0.013291228070175428
RETOUCH-Spectralis,4,0.23,0.01271340473872115
RETOUCH-Spectralis,4,0.24,0.01218336761680871
RETOUCH-Spectralis,4,0.25,0.011696306429548553
RETOUCH-Spectralis,4,0.26,0.011246169560776327
RETOUCH-Spectralis,4,0.27,0.010829827021972912
RETOUCH-Spectralis,4,0.28,0.010442982456140329
RETOUCH-Spectralis,4,0.29,0.010082828282828247
RETOUCH-Spectralis,4,0.3,0.009746811345897567
RETOUCH-Spectralis,4,0.31,0.009432198906718389
RETOUCH-Spectralis,4,0.32,0.009137614678899028
RETOUCH-Spectralis,4,0.33,0.008860619469026556
RETOUCH-Spectralis,4,0.34,0.008600058944886494
RETOUCH-Spectralis,4,0.35000000000000003,0.008354341736694647
RETOUCH-Spectralis,4,0.36,0.008122213480199357
RETOUCH-Spectralis,4,0.37,0.007902762154730639
RETOUCH-Spectralis,4,0.38,0.007694692903995204
RETOUCH-Spectralis,4,0.39,0.007497475030860776
RETOUCH-Spectralis,4,0.4,0.007310004293688266
RETOUCH-Spectralis,4,0.41000000000000003,0.014263424518743632
RETOUCH-Spectralis,4,0.42,0.013923853923853882
RETOUCH-Spectralis,4,0.43,0.013599926457069327
RETOUCH-Spectralis,4,0.44,0.013290949227373033
RETOUCH-Spectralis,4,0.45,0.012995501230795346
RETOUCH-Spectralis,4,0.46,0.012713053293557994
RETOUCH-Spectralis,4,0.47000000000000003,0.012442546583850937
RETOUCH-Spectralis,4,0.48,0.012183296378418333
RETOUCH-Spectralis,4,0.49,0.011934702024522351
RETOUCH-Spectralis,4,0.5,0.011695906432748537
RETOUCH-Spectralis,4,0.51,0.01146666666666667
RETOUCH-Spectralis,4,0.52,0.011246111851710809
RETOUCH-Spectralis,4,0.53,0.011033938437253324
RETOUCH-Spectralis,4,0.54,0.016244418331374803
RETOUCH-Spectralis,4,0.55,0.01594900371496116
RETOUCH-Spectralis,4,0.56,0.015664267015706786
RETOUCH-Spectralis,4,0.5700000000000001,0.015389373513084796
RETOUCH-Spectralis,4,0.58,0.015124105375361633
RETOUCH-Spectralis,4,0.59,0.014867740505393844
RETOUCH-Spectralis,4,0.6,0.014619938432394043
RETOUCH-Spectralis,4,0.61,0.014380290761869668
RETOUCH-Spectralis,4,0.62,0.014148285942067549
RETOUCH-Spectralis,4,0.63,0.013923772609819076
RETOUCH-Spectralis,4,0.64,0.013706170667336988
RETOUCH-Spectralis,4,0.65,0.013495333898921335
RETOUCH-Spectralis,4,0.66,0.013290855457227146
RETOUCH-Spectralis,4,0.67,0.013092462502373298
RETOUCH-Spectralis,4,0.68,0.012899955601598387
RETOUCH-Spectralis,4,0.6900000000000001,0.012712946267580204
RETOUCH-Spectralis,4,0.7000000000000001,0.012531380753138041
RETOUCH-Spectralis,4,0.71,0.01235486174880118
RETOUCH-Spectralis,4,0.72,0.012183272440011859
RETOUCH-Spectralis,4,0.73,0.012016385542168696
RETOUCH-Spectralis,4,0.74,0.011853972798854726
RETOUCH-Spectralis,4,0.75,0.01169595087548636
RETOUCH-Spectralis,4,0.76,0.011542025542025502
RETOUCH-Spectralis,4,0.77,0.01139215347390251
RETOUCH-Spectralis,4,0.78,0.011246092759989876
RETOUCH-Spectralis,4,0.79,0.011103731037310334
RETOUCH-Spectralis,4,0.8,0.010964947461297836
RETOUCH-Spectralis,4,0.81,0.010829545749681885
RETOUCH-Spectralis,4,0.8200000000000001,0.010697508896797115
RETOUCH-Spectralis,4,0.8300000000000001,0.010568605982182832
RETOUCH-Spectralis,4,0.84,0.01044279907084786
RETOUCH-Spectralis,4,0.85,0.010319943121222874
RETOUCH-Spectralis,4,0.86,0.010199930819785546
RETOUCH-Spectralis,4,0.87,0.011894786794115594
RETOUCH-Spectralis,4,0.88,0.013290808416389788
RETOUCH-Spectralis,4,0.89,0.01314150129421916
RETOUCH-Spectralis,4,0.9,0.016244341977241027
RETOUCH-Spectralis,4,0.91,0.016065833951686013
RETOUCH-Spectralis,4,0.92,0.015891214235163313
RETOUCH-Spectralis,4,0.93,0.015720313085309825
RETOUCH-Spectralis,4,0.9400000000000001,0.01555310462258856
RETOUCH-Spectralis,4,0.9500000000000001,0.015389363722697003
RETOUCH-Spectralis,4,0.96,0.015229075543035066
RETOUCH-Spectralis,4,0.97,0.015072070760382892
RETOUCH-Spectralis,4,0.98,0.01491826581378823
RETOUCH-Spectralis,4,0.99,0.014767590022865698
RETOUCH-Spectralis,4,1.0,0.014619883040935644
RETOUCH-Spectralis,5,0.0,0.0
RETOUCH-Spectralis,5,0.01,0.0
RETOUCH-Spectralis,5,0.02,0.0
RETOUCH-Spectralis,5,0.03,0.0
RETOUCH-Spectralis,5,0.04,0.0
RETOUCH-Spectralis,5,0.05,0.0
RETOUCH-Spectralis,5,0.06,0.0
RETOUCH-Spectralis,5,0.07,0.0
RETOUCH-Spectralis,5,0.08,0.0
RETOUCH-Spectralis,5,0.09,0.0
RETOUCH-Spectralis,5,0.1,0.0
RETOUCH-Spectralis,5,0.11,0.0
RETOUCH-Spectralis,5,0.12,0.0
RETOUCH-Spectralis,5,0.13,0.0
RETOUCH-Spectralis,5,0.14,0.0
RETOUCH-Spectralis,5,0.15,0.0
RETOUCH-Spectralis,5,0.16,0.0
RETOUCH-Spectralis,5,0.17,0.0
RETOUCH-Spectralis,5,0.18,0.0
RETOUCH-Spectralis,5,0.19,0.0
RETOUCH-Spectralis,5,0.2,0.0
RETOUCH-Spectralis,5,0.21,0.0
RETOUCH-Spectralis,5,0.22,0.0
RETOUCH-Spectralis,5,0.23,0.0
RETOUCH-Spectralis,5,0.24,0.0
RETOUCH-Spectralis,5,0.25,0.0
RETOUCH-Spectralis,5,0.26,0.0
RETOUCH-Spectralis,5,0.27,0.0
RETOUCH-Spectralis,5,0.28,0.0
RETOUCH-Spectralis,5,0.29,0.0
RETOUCH-Spectralis,5,0.3,0.0
RETOUCH-Spectralis,5,0.31,0.0
RETOUCH-Spectralis,5,0.32,0.0
RETOUCH-Spectralis,5,0.33,0.0
RETOUCH-Spectralis,5,0.34,0.0
RETOUCH-Spectralis,5,0.35000000000000003,0.0
RETOUCH-Spectralis,5,0.36,0.0
RETOUCH-Spectralis,5,0.37,0.0
RETOUCH-Spectralis,5,0.38,0.0
RETOUCH-Spectralis,5,0.39,0.0
RETOUCH-Spectralis,5,0.4,0.0
RETOUCH-Spectralis,5,0.41000000000000003,0.0
RETOUCH-Spectralis,5,0.42,0.0
RETOUCH-Spectralis,5,0.43,0.0
RETOUCH-Spectralis,5,0.44,0.0
RETOUCH-Spectralis,5,0.45,0.0
RETOUCH-Spectralis,5,0.46,0.0
RETOUCH-Spectralis,5,0.47000000000000003,0.0
RETOUCH-Spectralis,5,0.48,0.0
RETOUCH-Spectralis,5,0.49,0.0
RETOUCH-Spectralis,5,0.5,0.0
RETOUCH-Spectralis,5,0.51,0.0
RETOUCH-Spectralis,5,0.52,0.0
RETOUCH-Spectralis,5,0.53,0.0
RETOUCH-Spectralis,5,0.54,0.0
RETOUCH-Spectralis,5,0.55,0.0
RETOUCH-Spectralis,5,0.56,0.0
RETOUCH-Spectralis,5,0.5700000000000001,0.0
RETOUCH-Spectralis,5,0.58,0.0
RETOUCH-Spectralis,5,0.59,0.0
RETOUCH-Spectralis,5,0.6,0.0
RETOUCH-Spectralis,5,0.61,0.0
RETOUCH-Spectralis,5,0.62,0.00018779342723008799
RETOUCH-Spectralis,5,0.63,0.004641257536606376
RETOUCH-Spectralis,5,0.64,0.004568723555779024
RETOUCH-Spectralis,5,0.65,0.004498444632973752
RETOUCH-Spectralis,5,0.66,0.004430285152409059
RETOUCH-Spectralis,5,0.67,0.0043641541674577615
RETOUCH-Spectralis,5,0.68,0.004299985200532759
RETOUCH-Spectralis,5,0.6900000000000001,0.004237648755860068
RETOUCH-Spectralis,5,0.7000000000000001,0.004177126917712658
RETOUCH-Spectralis,5,0.71,0.004118287249600363
RETOUCH-Spectralis,5,0.72,0.004061090813337267
RETOUCH-Spectralis,5,0.73,0.004005461847389578
RETOUCH-Spectralis,5,0.74,0.003951324266284875
RETOUCH-Spectralis,5,0.75,0.003898650291828787
RETOUCH-Spectralis,5,0.76,0.003847341847341834
RETOUCH-Spectralis,5,0.77,0.003797384491300861
RETOUCH-Spectralis,5,0.78,0.003748697586663301
RETOUCH-Spectralis,5,0.79,0.0037012436791034075
RETOUCH-Spectralis,5,0.8,0.0036549824870993008
RETOUCH-Spectralis,5,0.81,0.0036098485832273307
RETOUCH-Spectralis,5,0.8200000000000001,0.003565836298932372
RETOUCH-Spectralis,5,0.8300000000000001,0.0035228686607276156
RETOUCH-Spectralis,5,0.84,0.0034809330236159263
RETOUCH-Spectralis,5,0.85,0.0034399810404076247
RETOUCH-Spectralis,5,0.86,0.0033999769399285108
RETOUCH-Spectralis,5,0.87,0.003360902085734321
RETOUCH-Spectralis,5,0.88,0.0033227021040974727
RETOUCH-Spectralis,5,0.89,0.006570750647109567
RETOUCH-Spectralis,5,0.9,0.006497736790896358
RETOUCH-Spectralis,5,0.91,0.009639500371011628
RETOUCH-Spectralis,5,0.92,0.009534728541097945
RETOUCH-Spectralis,5,0.93,0.0094321878511859
RETOUCH-Spectralis,5,0.9400000000000001,0.009331862773553126
RETOUCH-Spectralis,5,0.9500000000000001,0.009233618233618268
RETOUCH-Spectralis,5,0.96,0.009137445325821053
RETOUCH-Spectralis,5,0.97,0.012057656608306369
RETOUCH-Spectralis,5,0.98,0.011934612651030565
RETOUCH-Spectralis,5,0.99,0.014767590022865698
RETOUCH-Spectralis,5,1.0,0.014619883040935644
RETOUCH-Spectralis,B2,0.0,0.0
RETOUCH-Spectralis,B2,0.01,0.0
RETOUCH-Spectralis,B2,0.02,0.0
RETOUCH-Spectralis,B2,0.03,0.0
RETOUCH-Spectralis,B2,0.04,0.0
RETOUCH-Spectralis,B2,0.05,0.0
RETOUCH-Spectralis,B2,0.06,0.0
RETOUCH-Spectralis,B2,0.07,0.0
RETOUCH-Spectralis,B2,0.08,0.0
RETOUCH-Spectralis,B2,0.09,0.0
RETOUCH-Spectralis,B2,0.1,0.0
RETOUCH-Spectralis,B2,0.11,0.0
RETOUCH-Spectralis,B2,0.12,0.0
RETOUCH-Spectralis,B2,0.13,0.0
RETOUCH-Spectralis,B2,0.14,0.0
RETOUCH-Spectralis,B2,0.15,0.0
RETOUCH-Spectralis,B2,0.16,0.0
RETOUCH-Spectralis,B2,0.17,0.0
RETOUCH-Spectralis,B2,0.18,0.0
RETOUCH-Spectralis,B2,0.19,0.0
RETOUCH-Spectralis,B2,0.2,0.0
RETOUCH-Spectralis,B2,0.21,0.0
RETOUCH-Spectralis,B2,0.22,0.0
RETOUCH-Spectralis,B2,0.23,0.0
RETOUCH-Spectralis,B2,0.24,0.0
RETOUCH-Spectralis,B2,0.25,0.0
RETOUCH-Spectralis,B2,0.26,0.0
RETOUCH-Spectralis,B2,0.27,0.0
RETOUCH-Spectralis,B2,0.28,0.0
RETOUCH-Spectralis,B2,0.29,0.0
RETOUCH-Spectralis,B2,0.3,0.0
RETOUCH-Spectralis,B2,0.31,0.0
RETOUCH-Spectralis,B2,0.32,0.004000000000000004
RETOUCH-Spectralis,B2,0.33,0.008860619469026556
RETOUCH-Spectralis,B2,0.34,0.008600058944886494
RETOUCH-Spectralis,B2,0.35000000000000003,0.008354341736694647
RETOUCH-Spectralis,B2,0.36,0.008122213480199357
RETOUCH-Spectralis,B2,0.37,0.007902762154730639
RETOUCH-Spectralis,B2,0.38,0.007694692903995204
RETOUCH-Spectralis,B2,0.39,0.007497475030860776
RETOUCH-Spectralis,B2,0.4,0.007310004293688266
RETOUCH-Spectralis,B2,0.41000000000000003,0.007131712259371816
RETOUCH-Spectralis,B2,0.42,0.006961926961926941
RETOUCH-Spectralis,B2,0.43,0.006799963228534667
RETOUCH-Spectralis,B2,0.44,0.006645474613686572
RETOUCH-Spectralis,B2,0.45,0.0064977506153976235
RETOUCH-Spectralis,B2,0.46,0.006356526646779014
RETOUCH-Spectralis,B2,0.47000000000000003,0.006221273291925468
RETOUCH-Spectralis,B2,0.48,0.006091648189209176
RETOUCH-Spectralis,B2,0.49,0.005967351012261199
RETOUCH-Spectralis,B2,0.5,0.005847953216374324
RETOUCH-Spectralis,B2,0.51,0.005733333333333344
RETOUCH-Spectralis,B2,0.52,0.005623055925855396
RETOUCH-Spectralis,B2,0.53,0.005516969218626662
RETOUCH-Spectralis,B2,0.54,0.005414806110458255
RETOUCH-Spectralis,B2,0.55,0.005316334571653757
RETOUCH-Spectralis,B2,0.56,0.00522142233856893
RETOUCH-Spectralis,B2,0.5700000000000001,0.005129791171028265
RETOUCH-Spectralis,B2,0.58,0.005041368458453915
RETOUCH-Spectralis,B2,0.59,0.00495591350179794
RETOUCH-Spectralis,B2,0.6,0.004873312810798014
RETOUCH-Spectralis,B2,0.61,0.004793430253956579
RETOUCH-Spectralis,B2,0.62,0.00471609531402255
RETOUCH-Spectralis,B2,0.63,0.004641257536606376
RETOUCH-Spectralis,B2,0.64,0.004568723555779024
RETOUCH-Spectralis,B2,0.65,0.004498444632973752
RETOUCH-Spectralis,B2,0.66,0.004430285152409059
RETOUCH-Spectralis,B2,0.67,0.0043641541674577615
RETOUCH-Spectralis,B2,0.68,0.004299985200532759
RETOUCH-Spectralis,B2,0.6900000000000001,0.004237648755860068
RETOUCH-Spectralis,B2,0.7000000000000001,0.004177126917712658
RETOUCH-Spectralis,B2,0.71,0.004118287249600363
RETOUCH-Spectralis,B2,0.72,0.004061090813337267
RETOUCH-Spectralis,B2,0.73,0.004005461847389578
RETOUCH-Spectralis,B2,0.74,0.003951324266284875
RETOUCH-Spectralis,B2,0.75,0.003898650291828787
RETOUCH-Spectralis,B2,0.76,0.003847341847341834
RETOUCH-Spectralis,B2,0.77,0.003797384491300861
RETOUCH-Spectralis,B2,0.78,0.003748697586663301
RETOUCH-Spectralis,B2,0.79,0.004365450321169875
RETOUCH-Spectralis,B2,0.8,0.007309964974198535
RETOUCH-Spectralis,B2,0.81,0.007219697166454553
RETOUCH-Spectralis,B2,0.8200000000000001,0.007131672597864744
RETOUCH-Spectralis,B2,0.8300000000000001,0.007045737321455231
RETOUCH-Spectralis,B2,0.84,0.0069618660472319325
RETOUCH-Spectralis,B2,0.85,0.006879962080815249
RETOUCH-Spectralis,B2,0.86,0.0067999538798570345
RETOUCH-Spectralis,B2,0.87,0.008533884708381333
RETOUCH-Spectralis,B2,0.88,0.009968106312292316
RETOUCH-Spectralis,B2,0.89,0.009856125970664329
RETOUCH-Spectralis,B2,0.9,0.00974660518634458
RETOUCH-Spectralis,B2,0.91,0.009639500371011628
RETOUCH-Spectralis,B2,0.92,0.011566474572844028
RETOUCH-Spectralis,B2,0.93,0.01257625046824786
RETOUCH-Spectralis,B2,0.9400000000000001,0.01244248369807087
RETOUCH-Spectralis,B2,0.9500000000000001,0.01231149097815769
RETOUCH-Spectralis,B2,0.96,0.01218326043442806
RETOUCH-Spectralis,B2,0.97,0.012057656608306369
RETOUCH-Spectralis,B2,0.98,0.011934612651030565
RETOUCH-Spectralis,B2,0.99,0.011814072018292588
RETOUCH-Spectralis,B2,1.0,0.014619883040935644
RETOUCH-Topcon,2,0.0,0.0
RETOUCH-Topcon,2,0.01,0.0
RETOUCH-Topcon,2,0.02,0.0
RETOUCH-Topcon,2,0.03,0.0
RETOUCH-Topcon,2,0.04,0.0
RETOUCH-Topcon,2,0.05,0.0
RETOUCH-Topcon,2,0.06,0.051473684210526366
RETOUCH-Topcon,2,0.07,0.044110671936758855
RETOUCH-Topcon,2,0.08,0.03858461538461536
RETOUCH-Topcon,2,0.09,0.03429885057471261
RETOUCH-Topcon,2,0.1,0.03087121212121211
RETOUCH-Topcon,2,0.11,0.02806349206349207
RETOUCH-Topcon,2,0.12,0.025721997300944682
RETOUCH-Topcon,2,0.13,0.023743078626799582
RETOUCH-Topcon,2,0.14,0.022048309178743973
RETOUCH-Topcon,2,0.15,0.020578231292517037
RETOUCH-Topcon,2,0.16,0.01929110105580698
RETOUCH-Topcon,2,0.17,0.018155844155844165
RETOUCH-Topcon,2,0.18,0.017147866744593815
RETOUCH-Topcon,2,0.19,0.01624537281861449
RETOUCH-Topcon,2,0.2,0.015432692307692264
RETOUCH-Topcon,2,0.21,0.02939471440750214
RETOUCH-Topcon,2,0.22,0.028059467918622825
RETOUCH-Topcon,2,0.23,0.026839639639639586
RETOUCH-Topcon,2,0.24,0.02572094572094574
RETOUCH-Topcon,2,0.25,0.024691358024691357
RETOUCH-Topcon,2,0.26,0.026565826330532304
RETOUCH-Topcon,2,0.27,0.057157784743991635
RETOUCH-Topcon,2,0.28,0.06613919413919413
RETOUCH-Topcon,2,0.29,0.06385724090597117
RETOUCH-Topcon,2,0.3,0.0617294340416579
RETOUCH-Topcon,2,0.31,0.05973861386138619
RETOUCH-Topcon,2,0.32,0.05787154592979836
RETOUCH-Topcon,2,0.33,0.05611708693352143
RETOUCH-Topcon,2,0.34,0.05446683046683048
RETOUCH-Topcon,2,0.35000000000000003,0.05291103865859338
RETOUCH-Topcon,2,0.36,0.05144120247568526
RETOUCH-Topcon,2,0.37,0.05005042016806727
RETOUCH-Topcon,2,0.38,0.048733280881195946
RETOUCH-Topcon,2,0.39,0.04748406449193855
RETOUCH-Topcon,2,0.4,0.046296958855098345
RETOUCH-Topcon,2,0.41000000000000003,0.04516746411483252
RETOUCH-Topcon,2,0.42,0.051440532417346536
RETOUCH-Topcon,2,0.43,0.050244604316546794
RETOUCH-Topcon,2,0.44,0.056117403723037536
RETOUCH-Topcon,2,0.45,0.06034955125177142
RETOUCH-Topcon,2,0.46,0.06038657718120807
RETOUCH-Topcon,2,0.47000000000000003,0.05910216718266255
RETOUCH-Topcon,2,0.48,0.06763440860215053
RETOUCH-Topcon,2,0.49,0.06928747711169493
RETOUCH-Topcon,2,0.5,0.07407407407407407
RETOUCH-Topcon,2,0.51,0.07262212486308875
RETOUCH-Topcon,2,0.52,0.08000140884756272
RETOUCH-Topcon,2,0.53,0.08735210118319058
RETOUCH-Topcon,2,0.54,0.08573399014778327
RETOUCH-Topcon,2,0.55,0.08978720733161759
RETOUCH-Topcon,2,0.56,0.08818408111225791
RETOUCH-Topcon,2,0.5700000000000001,0.08663689776733256
RETOUCH-Topcon,2,0.58,0.08514279212652182
RETOUCH-Topcon,2,0.59,0.08369982547993017
RETOUCH-Topcon,2,0.6,0.0823050489029871
RETOUCH-Topcon,2,0.61,0.0860154847972107
RETOUCH-Topcon,2,0.62,0.08462786069651736
RETOUCH-Topcon,2,0.63,0.08328455284552849
RETOUCH-Topcon,2,0.64,0.0819834633965069
RETOUCH-Topcon,2,0.65,0.08547054840893704
RETOUCH-Topcon,2,0.66,0.08417533236804002
RETOUCH-Topcon,2,0.67,0.08291886864245547
RETOUCH-Topcon,2,0.68,0.08169971205265322
RETOUCH-Topcon,2,0.6900000000000001,0.08301569506726474
RETOUCH-Topcon,2,0.7000000000000001,0.08377451171494286
RETOUCH-Topcon,2,0.71,0.08259439111613022
RETOUCH-Topcon,2,0.72,0.08144748908697406
RETOUCH-Topcon,2,0.73,0.08033183150969035
RETOUCH-Topcon,2,0.74,0.0875878661087866
RETOUCH-Topcon,2,0.75,0.0864197530864198
RETOUCH-Topcon,2,0.76,0.08528290708008293
RETOUCH-Topcon,2,0.77,0.08417542168674699
RETOUCH-Topcon,2,0.78,0.0830961791831357
RETOUCH-Topcon,2,0.79,0.08204411764705882
RETOUCH-Topcon,2,0.8,0.08487674487674492
RETOUCH-Topcon,2,0.81,0.08382898441354893
RETOUCH-Topcon,2,0.8200000000000001,0.08280663923960847
RETOUCH-Topcon,2,0.8300000000000001,0.0852288742162793
RETOUCH-Topcon,2,0.84,0.08818358112475762
RETOUCH-Topcon,2,0.85,0.09077733860342556
RETOUCH-Topcon,2,0.86,0.0897217709703205
RETOUCH-Topcon,2,0.87,0.08869034098079298
RETOUCH-Topcon,2,0.88,0.09118979266347683
RETOUCH-Topcon,2,0.89,0.09141099577085743
RETOUCH-Topcon,2,0.9,0.09602221908393356
RETOUCH-Topcon,2,0.91,0.10175025942580418
RETOUCH-Topcon,2,0.92,0.10091176404570047
RETOUCH-Topcon,2,0.93,0.10288090471056742
RETOUCH-Topcon,2,0.9400000000000001,0.10362251941328743
RETOUCH-Topcon,2,0.9500000000000001,0.10721265704979056
RETOUCH-Topcon,2,0.96,0.10931074284772037
RETOUCH-Topcon,2,0.97,0.10818400566171264
RETOUCH-Topcon,2,0.98,0.10708013411900084
RETOUCH-Topcon,2,0.99,0.10911604361370716
RETOUCH-Topcon,2,1.0,0.10802469135802473
RETOUCH-Topcon,3,0.0,0.0
RETOUCH-Topcon,3,0.01,0.0
RETOUCH-Topcon,3,0.02,0.0
RETOUCH-Topcon,3,0.03,0.0
RETOUCH-Topcon,3,0.04,0.0
RETOUCH-Topcon,3,0.05,0.06176470588235294
RETOUCH-Topcon,3,0.06,0.051473684210526366
RETOUCH-Topcon,3,0.07,0.044110671936758855
RETOUCH-Topcon,3,0.08,0.03858461538461536
RETOUCH-Topcon,3,0.09,0.0685977011494253
RETOUCH-Topcon,3,0.1,0.06174242424242422
RETOUCH-Topcon,3,0.11,0.05612698412698414
RETOUCH-Topcon,3,0.12,0.05144399460188938
RETOUCH-Topcon,3,0.13,0.04748615725359916
RETOUCH-Topcon,3,0.14,0.04409661835748788
RETOUCH-Topcon,3,0.15,0.041156462585034026
RETOUCH-Topcon,3,0.16,0.038582202111613846
RETOUCH-Topcon,3,0.17,0.03631168831168832
RETOUCH-Topcon,3,0.18,0.03429573348918759
RETOUCH-Topcon,3,0.19,0.04873611845584347
RETOUCH-Topcon,3,0.2,0.04629807692307688
RETOUCH-Topcon,3,0.21,0.04409207161125315
RETOUCH-Topcon,3,0.22,0.0420892018779343
RETOUCH-Topcon,3,0.23,0.04025945945945949
RETOUCH-Topcon,3,0.24,0.038581418581418565
RETOUCH-Topcon,3,0.25,0.03703703703703709
RETOUCH-Topcon,3,0.26,0.03561344537815124
RETOUCH-Topcon,3,0.27,0.034294670846394947
RETOUCH-Topcon,3,0.28,0.03306959706959706
RETOUCH-Topcon,3,0.29,0.03192862045298558
RETOUCH-Topcon,3,0.3,0.03086471702082896
RETOUCH-Topcon,3,0.31,0.029869306930693094
RETOUCH-Topcon,3,0.32,0.02893577296489918
RETOUCH-Topcon,3,0.33,0.028058543466760715
RETOUCH-Topcon,3,0.34,0.027233415233415183
RETOUCH-Topcon,3,0.35000000000000003,0.026455519329296705
RETOUCH-Topcon,3,0.36,0.02572060123784263
RETOUCH-Topcon,3,0.37,0.040700280112044816
RETOUCH-Topcon,3,0.38,0.048733280881195946
RETOUCH-Topcon,3,0.39,0.04748406449193855
RETOUCH-Topcon,3,0.4,0.046296958855098345
RETOUCH-Topcon,3,0.41000000000000003,0.05269537480063799
RETOUCH-Topcon,3,0.42,0.051440532417346536
RETOUCH-Topcon,3,0.43,0.050244604316546794
RETOUCH-Topcon,3,0.44,0.04910272825765786
RETOUCH-Topcon,3,0.45,0.05487009919697685
RETOUCH-Topcon,3,0.46,0.053676957494407186
RETOUCH-Topcon,3,0.47000000000000003,0.0525352597179223
RETOUCH-Topcon,3,0.48,0.05477419354838709
RETOUCH-Topcon,3,0.49,0.056689754000477655
RETOUCH-Topcon,3,0.5,0.06172839506172845
RETOUCH-Topcon,3,0.51,0.06657028112449799
RETOUCH-Topcon,3,0.52,0.0652902225979149
RETOUCH-Topcon,3,0.53,0.06405820753433975
RETOUCH-Topcon,3,0.54,0.06287159277504102
RETOUCH-Topcon,3,0.55,0.07295210595693925
RETOUCH-Topcon,3,0.56,0.07957865339080814
RETOUCH-Topcon,3,0.5700000000000001,0.08663689776733256
RETOUCH-Topcon,3,0.58,0.09046421663442945
RETOUCH-Topcon,3,0.59,0.09416230366492145
RETOUCH-Topcon,3,0.6,0.09773724557229711
RETOUCH-Topcon,3,0.61,0.0961349535968825
RETOUCH-Topcon,3,0.62,0.09896218905472638
RETOUCH-Topcon,3,0.63,0.09798182687709228
RETOUCH-Topcon,3,0.64,0.09645113340765513
RETOUCH-Topcon,3,0.65,0.09971563981042654
RETOUCH-Topcon,3,0.66,0.09820455442937998
RETOUCH-Topcon,3,0.67,0.09673868008286476
RETOUCH-Topcon,3,0.68,0.09531633072809544
RETOUCH-Topcon,3,0.6900000000000001,0.09840807174887888
RETOUCH-Topcon,3,0.7000000000000001,0.09700206619624964
RETOUCH-Topcon,3,0.71,0.09563561076604556
RETOUCH-Topcon,3,0.72,0.09430761894281209
RETOUCH-Topcon,3,0.73,0.09301580490595722
RETOUCH-Topcon,3,0.74,0.0917587168758717
RETOUCH-Topcon,3,0.75,0.09053497942386834
RETOUCH-Topcon,3,0.76,0.09340508870675752
RETOUCH-Topcon,3,0.77,0.09219212851405623
RETOUCH-Topcon,3,0.78,0.09101010101010103
RETOUCH-Topcon,3,0.79,0.0898578431372549
RETOUCH-Topcon,3,0.8,0.08873477873477877
RETOUCH-Topcon,3,0.81,0.09312280498069839
RETOUCH-Topcon,3,0.8200000000000001,0.09786239182862819
RETOUCH-Topcon,3,0.8300000000000001,0.09668312711535257
RETOUCH-Topcon,3,0.84,0.09920652876535227
