source,condition,coverage,risk
RETOUCH-Topcon,3,0.85,0.09803952569169959
RETOUCH-Topcon,3,0.86,0.10048838348675897
RETOUCH-Topcon,3,0.87,0.09933318189848821
RETOUCH-Topcon,3,0.88,0.10171169181695495
RETOUCH-Topcon,3,0.89,0.10056901191849286
RETOUCH-Topcon,3,0.9,0.09945158405121683
RETOUCH-Topcon,3,0.91,0.09835858411161075
RETOUCH-Topcon,3,0.92,0.09728939866669661
RETOUCH-Topcon,3,0.93,0.09730302963631161
RETOUCH-Topcon,3,0.9400000000000001,0.0985030198446937
RETOUCH-Topcon,3,0.9500000000000001,0.10331232285629689
RETOUCH-Topcon,3,0.96,0.10609572099925803
RETOUCH-Topcon,3,0.97,0.10818400566171264
RETOUCH-Topcon,3,0.98,0.11022954982838322
RETOUCH-Topcon,3,0.99,0.10911604361370716
RETOUCH-Topcon,3,1.0,0.10802469135802473
RETOUCH-Topcon,4,0.0,0.0
RETOUCH-Topcon,4,0.01,0.0
RETOUCH-Topcon,4,0.02,0.0
RETOUCH-Topcon,4,0.03,0.0
RETOUCH-Topcon,4,0.04,0.0
RETOUCH-Topcon,4,0.05,0.0
RETOUCH-Topcon,4,0.06,0.0
RETOUCH-Topcon,4,0.07,0.0
RETOUCH-Topcon,4,0.08,0.0
RETOUCH-Topcon,4,0.09,0.0
RETOUCH-Topcon,4,0.1,0.0
RETOUCH-Topcon,4,0.11,0.0
RETOUCH-Topcon,4,0.12,0.0
RETOUCH-Topcon,4,0.13,0.0
RETOUCH-Topcon,4,0.14,0.0
RETOUCH-Topcon,4,0.15,0.0
RETOUCH-Topcon,4,0.16,0.0
RETOUCH-Topcon,4,0.17,0.0
RETOUCH-Topcon,4,0.18,0.0
RETOUCH-Topcon,4,0.19,0.0
RETOUCH-Topcon,4,0.2,0.01230769230769232
RETOUCH-Topcon,4,0.21,0.014697357203751014
RETOUCH-Topcon,4,0.22,0.014029733959311397
RETOUCH-Topcon,4,0.23,0.013419819819819793
RETOUCH-Topcon,4,0.24,0.012860472860472826
RETOUCH-Topcon,4,0.25,0.024691358024691357
RETOUCH-Topcon,4,0.26,0.02374229691876753
RETOUCH-Topcon,4,0.27,0.02286311389759663
RETOUCH-Topcon,4,0.28,0.022046398046398078
RETOUCH-Topcon,4,0.29,0.02128574696865709
RETOUCH-Topcon,4,0.3,0.020576478013886002
RETOUCH-Topcon,4,0.31,0.01991287128712873
RETOUCH-Topcon,4,0.32,0.01929051530993281
RETOUCH-Topcon,4,0.33,0.018705695644507143
RETOUCH-Topcon,4,0.34,0.018155610155610166
RETOUCH-Topcon,4,0.35000000000000003,0.01763701288619783
RETOUCH-Topcon,4,0.36,0.017147067491895124
RETOUCH-Topcon,4,0.37,0.025025210084033633
RETOUCH-Topcon,4,0.38,0.024366640440597973
RETOUCH-Topcon,4,0.39,0.023742032245969255
RETOUCH-Topcon,4,0.4,0.02776386404293388
RETOUCH-Topcon,4,0.41000000000000003,0.05148325358851688
RETOUCH-Topcon,4,0.42,0.07407041648776297
RETOUCH-Topcon,4,0.43,0.08124152106885915
RETOUCH-Topcon,4,0.44,0.09510686496601987
RETOUCH-Topcon,4,0.45,0.11521965044874827
RETOUCH-Topcon,4,0.46,0.12774944071588376
RETOUCH-Topcon,4,0.47000000000000003,0.13973512211902317
RETOUCH-Topcon,4,0.48,0.14146236559139788
RETOUCH-Topcon,4,0.49,0.1496536899928349
RETOUCH-Topcon,4,0.5,0.14814814814814814
RETOUCH-Topcon,4,0.51,0.15879372033588898
RETOUCH-Topcon,4,0.52,0.16903353057199216
RETOUCH-Topcon,4,0.53,0.16888072895416836
RETOUCH-Topcon,4,0.54,0.16575238095238093
RETOUCH-Topcon,4,0.55,0.16273931328855684
RETOUCH-Topcon,4,0.56,0.167762734503066
RETOUCH-Topcon,4,0.5700000000000001,0.16785898942420674
RETOUCH-Topcon,4,0.58,0.16496415974513598
RETOUCH-Topcon,4,0.59,0.16216841186736475
RETOUCH-Topcon,4,0.6,0.1594660322495374
RETOUCH-Topcon,4,0.61,0.15685176639491363
RETOUCH-Topcon,4,0.62,0.15432139303482584
RETOUCH-Topcon,4,0.63,0.15187183165949308
RETOUCH-Topcon,4,0.64,0.14949925678186549
RETOUCH-Topcon,4,0.65,0.14719927781539155
RETOUCH-Topcon,4,0.66,0.14496862796718
RETOUCH-Topcon,4,0.67,0.1428047182175623
RETOUCH-Topcon,4,0.68,0.14070505964623606
RETOUCH-Topcon,4,0.6900000000000001,0.13866591928251115
RETOUCH-Topcon,4,0.7000000000000001,0.13668472964016992
RETOUCH-Topcon,4,0.71,0.13475926971579147
RETOUCH-Topcon,4,0.72,0.13288800851032612
RETOUCH-Topcon,4,0.73,0.1310677250947579
RETOUCH-Topcon,4,0.74,0.13346722454672244
RETOUCH-Topcon,4,0.75,0.13168724279835387
RETOUCH-Topcon,4,0.76,0.1299549060267931
RETOUCH-Topcon,4,0.77,0.12826730923694782
RETOUCH-Topcon,4,0.78,0.12662274923144493
RETOUCH-Topcon,4,0.79,0.12501960784313723
RETOUCH-Topcon,4,0.8,0.12345708345708344
RETOUCH-Topcon,4,0.81,0.12193306823788931
RETOUCH-Topcon,4,0.8200000000000001,0.12044602071215772
RETOUCH-Topcon,4,0.8300000000000001,0.11899461798812633
RETOUCH-Topcon,4,0.84,0.11757810816634348
RETOUCH-Topcon,4,0.85,0.11619499341238469
RETOUCH-Topcon,4,0.86,0.11484386684201023
RETOUCH-Topcon,4,0.87,0.11352363645541509
RETOUCH-Topcon,4,0.88,0.11223359097043309
RETOUCH-Topcon,4,0.89,0.11097270280661288
RETOUCH-Topcon,4,0.9,0.10973967895306691
RETOUCH-Topcon,4,0.91,0.10853361005419114
RETOUCH-Topcon,4,0.92,0.10735381921842378
RETOUCH-Topcon,4,0.93,0.10619964357219865
RETOUCH-Topcon,4,0.9400000000000001,0.10506988783433995
RETOUCH-Topcon,4,0.9500000000000001,0.10396378865434243
RETOUCH-Topcon,4,0.96,0.10288069915079559
RETOUCH-Topcon,4,0.97,0.10182024062278837
RETOUCH-Topcon,4,0.98,0.10241652282602223
RETOUCH-Topcon,4,0.99,0.10599844236760124
RETOUCH-Topcon,4,1.0,0.10802469135802473
RETOUCH-Topcon,5,0.0,0.0
RETOUCH-Topcon,5,0.01,0.0
RETOUCH-Topcon,5,0.02,0.15523809523809523
RETOUCH-Topcon,5,0.03,0.10311111111111111
RETOUCH-Topcon,5,0.04,0.23153846153846147
RETOUCH-Topcon,5,0.05,0.24705882352941175
RETOUCH-Topcon,5,0.06,0.2573684210526316
RETOUCH-Topcon,5,0.07,0.22055335968379441
RETOUCH-Topcon,5,0.08,0.23150769230769225
RETOUCH-Topcon,5,0.09,0.21112643678160917
RETOUCH-Topcon,5,0.1,0.24696969696969695
RETOUCH-Topcon,5,0.11,0.2703492063492064
RETOUCH-Topcon,5,0.12,0.28294197031039137
RETOUCH-Topcon,5,0.13,0.26117386489479505
RETOUCH-Topcon,5,0.14,0.2503574879227054
RETOUCH-Topcon,5,0.15,0.24693877551020413
RETOUCH-Topcon,5,0.16,0.23149321266968323
RETOUCH-Topcon,5,0.17,0.23602597402597397
RETOUCH-Topcon,5,0.18,0.22292226767971945
RETOUCH-Topcon,5,0.19,0.22743521946060288
RETOUCH-Topcon,5,0.2,0.2160576923076923
RETOUCH-Topcon,5,0.21,0.220460358056266
RETOUCH-Topcon,5,0.22,0.2143348982785603
RETOUCH-Topcon,5,0.23,0.21471711711711713
RETOUCH-Topcon,5,0.24,0.2057675657675658
RETOUCH-Topcon,5,0.25,0.2098765432098766
RETOUCH-Topcon,5,0.26,0.20180952380952374
RETOUCH-Topcon,5,0.27,0.1943364681295716
RETOUCH-Topcon,5,0.28,0.18739438339438338
RETOUCH-Topcon,5,0.29,0.1915717227179136
RETOUCH-Topcon,5,0.3,0.1851883021249737
RETOUCH-Topcon,5,0.31,0.17921584158415846
RETOUCH-Topcon,5,0.32,0.18015309932785667
RETOUCH-Topcon,5,0.33,0.17770410862281785
RETOUCH-Topcon,5,0.34,0.1724782964782965
RETOUCH-Topcon,5,0.35000000000000003,0.16755162241887905
RETOUCH-Topcon,5,0.36,0.16289714117300325
RETOUCH-Topcon,5,0.37,0.15849299719887955
RETOUCH-Topcon,5,0.38,0.16244426960398636
RETOUCH-Topcon,5,0.39,0.15828021497312836
RETOUCH-Topcon,5,0.4,0.1543231961836613
RETOUCH-Topcon,5,0.41000000000000003,0.15055821371610842
RETOUCH-Topcon,5,0.42,0.14697294976384717
RETOUCH-Topcon,5,0.43,0.14355601233299076
RETOUCH-Topcon,5,0.44,0.14029350930759385
RETOUCH-Topcon,5,0.45,0.1426547000472367
RETOUCH-Topcon,5,0.46,0.1409020134228188
RETOUCH-Topcon,5,0.47000000000000003,0.13790505675954592
RETOUCH-Topcon,5,0.48,0.13503225806451613
RETOUCH-Topcon,5,0.49,0.13227609266778123
RETOUCH-Topcon,5,0.5,0.12962962962962965
RETOUCH-Topcon,5,0.51,0.1270887185104053
RETOUCH-Topcon,5,0.52,0.12464497041420115
RETOUCH-Topcon,5,0.53,0.12229294165646676
RETOUCH-Topcon,5,0.54,0.12002758620689653
RETOUCH-Topcon,5,0.55,0.11784570962274807
RETOUCH-Topcon,5,0.56,0.11574160645983854
RETOUCH-Topcon,5,0.5700000000000001,0.1137109283196239
RETOUCH-Topcon,5,0.58,0.11174991466605982
RETOUCH-Topcon,5,0.59,0.10985602094240833
RETOUCH-Topcon,5,0.6,0.10802537668517045
RETOUCH-Topcon,5,0.61,0.10625442239655439
RETOUCH-Topcon,5,0.62,0.10454029850746266
RETOUCH-Topcon,5,0.63,0.10288091822094689
RETOUCH-Topcon,5,0.64,0.10609624674842065
RETOUCH-Topcon,5,0.65,0.104464003610923
RETOUCH-Topcon,5,0.66,0.10288096178316004
RETOUCH-Topcon,5,0.67,0.1013452838963345
RETOUCH-Topcon,5,0.68,0.09985520361990947
RETOUCH-Topcon,5,0.6900000000000001,0.09840807174887888
RETOUCH-Topcon,5,0.7000000000000001,0.09700206619624964
RETOUCH-Topcon,5,0.71,0.09563561076604556
RETOUCH-Topcon,5,0.72,0.09430761894281209
RETOUCH-Topcon,5,0.73,0.09301580490595722
RETOUCH-Topcon,5,0.74,0.0917587168758717
RETOUCH-Topcon,5,0.75,0.09053497942386834
RETOUCH-Topcon,5,0.76,0.09031565781244856
RETOUCH-Topcon,5,0.77,0.09219212851405623
RETOUCH-Topcon,5,0.78,0.09101010101010103
RETOUCH-Topcon,5,0.79,0.0898578431372549
RETOUCH-Topcon,5,0.8,0.08873477873477877
RETOUCH-Topcon,5,0.81,0.091449801178417
RETOUCH-Topcon,5,0.8200000000000001,0.09665484465881698
RETOUCH-Topcon,5,0.8300000000000001,0.09668312711535257
RETOUCH-Topcon,5,0.84,0.09611829347123466
RETOUCH-Topcon,5,0.85,0.10167061923583663
RETOUCH-Topcon,5,0.86,0.10048838348675897
RETOUCH-Topcon,5,0.87,0.09933318189848821
RETOUCH-Topcon,5,0.88,0.09820439209912891
RETOUCH-Topcon,5,0.89,0.10056901191849286
RETOUCH-Topcon,5,0.9,0.09945158405121683
RETOUCH-Topcon,5,0.91,0.10175025942580418
RETOUCH-Topcon,5,0.92,0.10064420551727231
RETOUCH-Topcon,5,0.93,0.0995621658489362
RETOUCH-Topcon,5,0.9400000000000001,0.10362251941328743
RETOUCH-Topcon,5,0.9500000000000001,0.10721265704979056
RETOUCH-Topcon,5,0.96,0.10622392612746308
RETOUCH-Topcon,5,0.97,0.10818400566171264
RETOUCH-Topcon,5,0.98,0.11022954982838322
RETOUCH-Topcon,5,0.99,0.10911604361370716
RETOUCH-Topcon,5,1.0,0.10802469135802473
RETOUCH-Topcon,B2,0.0,0.0
RETOUCH-Topcon,B2,0.01,0.0
RETOUCH-Topcon,B2,0.02,0.0
RETOUCH-Topcon,B2,0.03,0.0
RETOUCH-Topcon,B2,0.04,0.0
RETOUCH-Topcon,B2,0.05,0.0
RETOUCH-Topcon,B2,0.06,0.0
RETOUCH-Topcon,B2,0.07,0.0
RETOUCH-Topcon,B2,0.08,0.0
RETOUCH-Topcon,B2,0.09,0.0
RETOUCH-Topcon,B2,0.1,0.012121212121212218
RETOUCH-Topcon,B2,0.11,0.02806349206349207
RETOUCH-Topcon,B2,0.12,0.025721997300944682
RETOUCH-Topcon,B2,0.13,0.023743078626799582
RETOUCH-Topcon,B2,0.14,0.022048309178743973
RETOUCH-Topcon,B2,0.15,0.020578231292517037
RETOUCH-Topcon,B2,0.16,0.01929110105580698
RETOUCH-Topcon,B2,0.17,0.018155844155844165
RETOUCH-Topcon,B2,0.18,0.022571595558153152
RETOUCH-Topcon,B2,0.19,0.06498149127445797
RETOUCH-Topcon,B2,0.2,0.06173076923076923
RETOUCH-Topcon,B2,0.21,0.05878942881500428
RETOUCH-Topcon,B2,0.22,0.056118935837245726
RETOUCH-Topcon,B2,0.23,0.053679279279279284
RETOUCH-Topcon,B2,0.24,0.05144189144189148
RETOUCH-Topcon,B2,0.25,0.04938271604938271
RETOUCH-Topcon,B2,0.26,0.04748459383753506
RETOUCH-Topcon,B2,0.27,0.04572622779519332
RETOUCH-Topcon,B2,0.28,0.044092796092796045
RETOUCH-Topcon,B2,0.29,0.04257149393731407
RETOUCH-Topcon,B2,0.3,0.041152956027771914
RETOUCH-Topcon,B2,0.31,0.03982574257425746
RETOUCH-Topcon,B2,0.32,0.03858103061986555
RETOUCH-Topcon,B2,0.33,0.03741139128901429
RETOUCH-Topcon,B2,0.34,0.03631122031122031
RETOUCH-Topcon,B2,0.35000000000000003,0.03527402577239562
RETOUCH-Topcon,B2,0.36,0.03429413498379014
RETOUCH-Topcon,B2,0.37,0.03336694677871148
RETOUCH-Topcon,B2,0.38,0.03248885392079723
RETOUCH-Topcon,B2,0.39,0.03165604299462569
RETOUCH-Topcon,B2,0.4,0.030864639236732282
RETOUCH-Topcon,B2,0.41000000000000003,0.030111642743221683
RETOUCH-Topcon,B2,0.42,0.02939458995276943
RETOUCH-Topcon,B2,0.43,0.028711202466598182
RETOUCH-Topcon,B2,0.44,0.028058701861518775
RETOUCH-Topcon,B2,0.45,0.027435049598488435
RETOUCH-Topcon,B2,0.46,0.04025771812080542
RETOUCH-Topcon,B2,0.47000000000000003,0.0477984176126592
RETOUCH-Topcon,B2,0.48,0.057870967741935515
RETOUCH-Topcon,B2,0.49,0.056689754000477655
RETOUCH-Topcon,B2,0.5,0.05555555555555558
RETOUCH-Topcon,B2,0.51,0.054466593647316555
RETOUCH-Topcon,B2,0.52,0.05935474781628627
RETOUCH-Topcon,B2,0.53,0.06405820753433975
RETOUCH-Topcon,B2,0.54,0.06858719211822664
RETOUCH-Topcon,B2,0.55,0.07295210595693925
RETOUCH-Topcon,B2,0.56,0.07406714832129198
RETOUCH-Topcon,B2,0.5700000000000001,0.07580728554641597
RETOUCH-Topcon,B2,0.58,0.07982136761861416
RETOUCH-Topcon,B2,0.59,0.07846858638743458
RETOUCH-Topcon,B2,0.6,0.0823050489029871
RETOUCH-Topcon,B2,0.61,0.08095575039737475
RETOUCH-Topcon,B2,0.62,0.08462786069651736
RETOUCH-Topcon,B2,0.63,0.083869918699187
RETOUCH-Topcon,B2,0.64,0.09335934596804167
RETOUCH-Topcon,B2,0.65,0.09971563981042654
RETOUCH-Topcon,B2,0.66,0.09820455442937998
RETOUCH-Topcon,B2,0.67,0.09673868008286476
RETOUCH-Topcon,B2,0.68,0.09531633072809544
RETOUCH-Topcon,B2,0.6900000000000001,0.09393497757847534
RETOUCH-Topcon,B2,0.7000000000000001,0.09259288136914744
RETOUCH-Topcon,B2,0.71,0.09128853754940715
RETOUCH-Topcon,B2,0.72,0.09002090899086611
RETOUCH-Topcon,B2,0.73,0.08878781377386828
RETOUCH-Topcon,B2,0.74,0.0875878661087866
RETOUCH-Topcon,B2,0.75,0.0864197530864198
RETOUCH-Topcon,B2,0.76,0.08528290708008293
RETOUCH-Topcon,B2,0.77,0.09219212851405623
RETOUCH-Topcon,B2,0.78,0.09101010101010103
RETOUCH-Topcon,B2,0.79,0.093607843137255
RETOUCH-Topcon,B2,0.8,0.09259281259281262
RETOUCH-Topcon,B2,0.81,0.091449801178417
RETOUCH-Topcon,B2,0.8200000000000001,0.09409845368137325
RETOUCH-Topcon,B2,0.8300000000000001,0.09296454530322362
RETOUCH-Topcon,B2,0.84,0.09185789700495584
RETOUCH-Topcon,B2,0.85,0.09077733860342556
RETOUCH-Topcon,B2,0.86,0.0897217709703205
RETOUCH-Topcon,B2,0.87,0.09181090835667959
RETOUCH-Topcon,B2,0.88,0.09118979266347683
RETOUCH-Topcon,B2,0.89,0.09016532103037295
RETOUCH-Topcon,B2,0.9,0.0925928541166502
RETOUCH-Topcon,B2,0.91,0.0978143664245359
RETOUCH-Topcon,B2,0.92,0.10064420551727231
RETOUCH-Topcon,B2,0.93,0.10288090471056742
RETOUCH-Topcon,B2,0.9400000000000001,0.10362251941328743
RETOUCH-Topcon,B2,0.9500000000000001,0.10721265704979056
RETOUCH-Topcon,B2,0.96,0.10609572099925803
RETOUCH-Topcon,B2,0.97,0.10818400566171264
RETOUCH-Topcon,B2,0.98,0.10708013411900084
RETOUCH-Topcon,B2,0.99,0.10599844236760124
RETOUCH-Topcon,B2,1.0,0.10802469135802473
RETOUCH-Cirrus,2,0.0,0.0
RETOUCH-Cirrus,2,0.01,0.0
RETOUCH-Cirrus,2,0.02,0.0
RETOUCH-Cirrus,2,0.03,0.0
RETOUCH-Cirrus,2,0.04,0.0
RETOUCH-Cirrus,2,0.05,0.0
RETOUCH-Cirrus,2,0.06,0.0
RETOUCH-Cirrus,2,0.07,0.0
RETOUCH-Cirrus,2,0.08,0.049417989417989514
RETOUCH-Cirrus,2,0.09,0.064989247311828
RETOUCH-Cirrus,2,0.1,0.0584873949579832
RETOUCH-Cirrus,2,0.11,0.053172119487908995
RETOUCH-Cirrus,2,0.12,0.04873403019744488
RETOUCH-Cirrus,2,0.13,0.04498989898989894
RETOUCH-Cirrus,2,0.14,0.041773049645390026
RETOUCH-Cirrus,2,0.15,0.058484162895927616
RETOUCH-Cirrus,2,0.16,0.054828282828282844
RETOUCH-Cirrus,2,0.17,0.05160140268848625
RETOUCH-Cirrus,2,0.18,0.04873611845584347
RETOUCH-Cirrus,2,0.19,0.04616826923076917
RETOUCH-Cirrus,2,0.2,0.04386189258312016
RETOUCH-Cirrus,2,0.21,0.04177230046948355
RETOUCH-Cirrus,2,0.22,0.04303157894736852
RETOUCH-Cirrus,2,0.23,0.05085361895488482
RETOUCH-Cirrus,2,0.24,0.048733470467234835
RETOUCH-Cirrus,2,0.25,0.04678522571819427
RETOUCH-Cirrus,2,0.26,0.0449846782431052
RETOUCH-Cirrus,2,0.27,0.0433193080878915
RETOUCH-Cirrus,2,0.28,0.04177192982456138
RETOUCH-Cirrus,2,0.29,0.04033131313131317
RETOUCH-Cirrus,2,0.3,0.03898724538359031
RETOUCH-Cirrus,2,0.31,0.037728795626873556
RETOUCH-Cirrus,2,0.32,0.03655045871559633
RETOUCH-Cirrus,2,0.33,0.035442477876106236
RETOUCH-Cirrus,2,0.34,0.03440023577954609
RETOUCH-Cirrus,2,0.35000000000000003,0.0334173669467787
RETOUCH-Cirrus,2,0.36,0.03248885392079723
RETOUCH-Cirrus,2,0.37,0.031611048618922666
RETOUCH-Cirrus,2,0.38,0.03077877161598092
RETOUCH-Cirrus,2,0.39,0.029989900123442922
RETOUCH-Cirrus,2,0.4,0.029240017174753084
RETOUCH-Cirrus,2,0.41000000000000003,0.02852684903748735
RETOUCH-Cirrus,2,0.42,0.027847707847707875
RETOUCH-Cirrus,2,0.43,0.027199852914138654
RETOUCH-Cirrus,2,0.44,0.026581898454746122
RETOUCH-Cirrus,2,0.45,0.025991002461590706
RETOUCH-Cirrus,2,0.46,0.025426106587116023
RETOUCH-Cirrus,2,0.47000000000000003,0.0248850931677019
RETOUCH-Cirrus,2,0.48,0.024366592756836683
RETOUCH-Cirrus,2,0.49,0.02386940404904477
RETOUCH-Cirrus,2,0.5,0.023391812865497075
RETOUCH-Cirrus,2,0.51,0.02293333333333334
RETOUCH-Cirrus,2,0.52,0.022492223703421618
RETOUCH-Cirrus,2,0.53,0.02206787687450676
RETOUCH-Cirrus,2,0.54,0.021659224441833134
RETOUCH-Cirrus,2,0.55,0.021265338286614907
RETOUCH-Cirrus,2,0.56,0.020885689354275767
RETOUCH-Cirrus,2,0.5700000000000001,0.020519164684113172
RETOUCH-Cirrus,2,0.58,0.020165473833815548
RETOUCH-Cirrus,2,0.59,0.019823654007191785
RETOUCH-Cirrus,2,0.6,0.019493251243192056
RETOUCH-Cirrus,2,0.61,0.01917372101582629
RETOUCH-Cirrus,2,0.62,0.018864381256089996
RETOUCH-Cirrus,2,0.63,0.01856503014642551
RETOUCH-Cirrus,2,0.64,0.018274894223115914
RETOUCH-Cirrus,2,0.65,0.017993778531895165
RETOUCH-Cirrus,2,0.66,0.017721140609636206
RETOUCH-Cirrus,2,0.67,0.01745661666983106
RETOUCH-Cirrus,2,0.68,0.021499926002663903
RETOUCH-Cirrus,2,0.6900000000000001,0.02118824377930045
RETOUCH-Cirrus,2,0.7000000000000001,0.029239888423988853
RETOUCH-Cirrus,2,0.71,0.028828010747202655
RETOUCH-Cirrus,2,0.72,0.028427635693360986
RETOUCH-Cirrus,2,0.73,0.02803823293172693
RETOUCH-Cirrus,2,0.74,0.027659269863994227
RETOUCH-Cirrus,2,0.75,0.027290552042801564
RETOUCH-Cirrus,2,0.76,0.02693139293139294
RETOUCH-Cirrus,2,0.77,0.02658169143910588
RETOUCH-Cirrus,2,0.78,0.02624088310664297
RETOUCH-Cirrus,2,0.79,0.025908705753724184
RETOUCH-Cirrus,2,0.8,0.02558487740969495
RETOUCH-Cirrus,2,0.81,0.02526894008259099
RETOUCH-Cirrus,2,0.8200000000000001,0.024960854092526713
RETOUCH-Cirrus,2,0.8300000000000001,0.024660080625093277
RETOUCH-Cirrus,2,0.84,0.031328397212543525
RETOUCH-Cirrus,2,0.85,0.03439981040407629
RETOUCH-Cirrus,2,0.86,0.033999769399285173
RETOUCH-Cirrus,2,0.87,0.03360902085734296
RETOUCH-Cirrus,2,0.88,0.033227021040974525
RETOUCH-Cirrus,2,0.89,0.03285375323554793
RETOUCH-Cirrus,2,0.9,0.03573755234993019
RETOUCH-Cirrus,2,0.91,0.03534483469370927
RETOUCH-Cirrus,2,0.92,0.0349606713173592
RETOUCH-Cirrus,2,0.93,0.037728751404743584
RETOUCH-Cirrus,2,0.9400000000000001,0.03881813432402629
RETOUCH-Cirrus,2,0.9500000000000001,0.0430902184235518
RETOUCH-Cirrus,2,0.96,0.0426414115204982
RETOUCH-Cirrus,2,0.97,0.042201798129072154
RETOUCH-Cirrus,2,0.98,0.04224733475479744
RETOUCH-Cirrus,2,0.99,0.04725628807317031
RETOUCH-Cirrus,2,1.0,0.049707602339181256
RETOUCH-Cirrus,3,0.0,0.0
RETOUCH-Cirrus,3,0.01,0.0
RETOUCH-Cirrus,3,0.02,0.0
RETOUCH-Cirrus,3,0.03,0.0
RETOUCH-Cirrus,3,0.04,0.0
RETOUCH-Cirrus,3,0.05,0.0
RETOUCH-Cirrus,3,0.06,0.0
RETOUCH-Cirrus,3,0.07,0.0
RETOUCH-Cirrus,3,0.08,0.0
RETOUCH-Cirrus,3,0.09,0.0
RETOUCH-Cirrus,3,0.1,0.0292436974789916
RETOUCH-Cirrus,3,0.11,0.026586059743954442
RETOUCH-Cirrus,3,0.12,0.04873403019744488
RETOUCH-Cirrus,3,0.13,0.04498989898989894
RETOUCH-Cirrus,3,0.14,0.041773049645390026
RETOUCH-Cirrus,3,0.15,0.038989441930618374
RETOUCH-Cirrus,3,0.16,0.03655218855218857
RETOUCH-Cirrus,3,0.17,0.03440093512565747
RETOUCH-Cirrus,3,0.18,0.03249074563722898
RETOUCH-Cirrus,3,0.19,0.030778846153846153
RETOUCH-Cirrus,3,0.2,0.029241261722080143
RETOUCH-Cirrus,3,0.21,0.03923708920187791
RETOUCH-Cirrus,3,0.22,0.039873684210526346
RETOUCH-Cirrus,3,0.23,0.05085361895488482
RETOUCH-Cirrus,3,0.24,0.048733470467234835
RETOUCH-Cirrus,3,0.25,0.04678522571819427
RETOUCH-Cirrus,3,0.26,0.05623084780388153
RETOUCH-Cirrus,3,0.27,0.05414913510986442
RETOUCH-Cirrus,3,0.28,0.05221491228070179
RETOUCH-Cirrus,3,0.29,0.05041414141414142
RETOUCH-Cirrus,3,0.3,0.04873405672948792
RETOUCH-Cirrus,3,0.31,0.047160994533591946
RETOUCH-Cirrus,3,0.32,0.04568807339449536
RETOUCH-Cirrus,3,0.33,0.0443030973451327
RETOUCH-Cirrus,3,0.34,0.051600353669319185
RETOUCH-Cirrus,3,0.35000000000000003,0.05012605042016811
RETOUCH-Cirrus,3,0.36,0.048733280881195946
RETOUCH-Cirrus,3,0.37,0.05531933508311463
RETOUCH-Cirrus,3,0.38,0.05386285032796663
RETOUCH-Cirrus,3,0.39,0.05248232521602518
RETOUCH-Cirrus,3,0.4,0.051170030055817994
RETOUCH-Cirrus,3,0.41000000000000003,0.04992198581560286
RETOUCH-Cirrus,3,0.42,0.04873348873348877
RETOUCH-Cirrus,3,0.43,0.047599742599742645
RETOUCH-Cirrus,3,0.44,0.04651832229580573
RETOUCH-Cirrus,3,0.45,0.045484254307783675
RETOUCH-Cirrus,3,0.46,0.04449568652745303
RETOUCH-Cirrus,3,0.47000000000000003,0.04354891304347822
RETOUCH-Cirrus,3,0.48,0.04264153732446419
RETOUCH-Cirrus,3,0.49,0.04177145708582832
RETOUCH-Cirrus,3,0.5,0.040935672514619936
RETOUCH-Cirrus,3,0.51,0.040133333333333354
RETOUCH-Cirrus,3,0.52,0.044984447406843146
RETOUCH-Cirrus,3,0.53,0.04413575374901341
RETOUCH-Cirrus,3,0.54,0.04331844888366627
RETOUCH-Cirrus,3,0.55,0.04253067657322972
RETOUCH-Cirrus,3,0.56,0.04177137870855148
RETOUCH-Cirrus,3,0.5700000000000001,0.04103832936822623
RETOUCH-Cirrus,3,0.58,0.040330947667631095
RETOUCH-Cirrus,3,0.59,0.03964730801438357
RETOUCH-Cirrus,3,0.6,0.03898650248638411
RETOUCH-Cirrus,3,0.61,0.03834744203165254
RETOUCH-Cirrus,3,0.62,0.037728762512179985
RETOUCH-Cirrus,3,0.63,0.037130060292851014
RETOUCH-Cirrus,3,0.64,0.04111851200201085
RETOUCH-Cirrus,3,0.65,0.04048600169676405
RETOUCH-Cirrus,3,0.66,0.03987256637168139
RETOUCH-Cirrus,3,0.67,0.03927738750711979
RETOUCH-Cirrus,3,0.68,0.03869986680479505
RETOUCH-Cirrus,3,0.6900000000000001,0.03813883880274072
RETOUCH-Cirrus,3,0.7000000000000001,0.03759414225941424
RETOUCH-Cirrus,3,0.71,0.03706458524640347
RETOUCH-Cirrus,3,0.72,0.03654981732003558
RETOUCH-Cirrus,3,0.73,0.03604915662650605
RETOUCH-Cirrus,3,0.74,0.035561918396564085
RETOUCH-Cirrus,3,0.75,0.03508785262645914
RETOUCH-Cirrus,3,0.76,0.03462607662607661
RETOUCH-Cirrus,3,0.77,0.03417646042170753
RETOUCH-Cirrus,3,0.78,0.03373827827996957
RETOUCH-Cirrus,3,0.79,0.03331119311193111
RETOUCH-Cirrus,3,0.8,0.03289484238389349
RETOUCH-Cirrus,3,0.81,0.03248863724904555
RETOUCH-Cirrus,3,0.8200000000000001,0.032092526690391456
RETOUCH-Cirrus,3,0.8300000000000001,0.03170581794654851
RETOUCH-Cirrus,3,0.84,0.031328397212543525
RETOUCH-Cirrus,3,0.85,0.03095982936366867
RETOUCH-Cirrus,3,0.86,0.03059979245935665
